fold_id,test_subject,feature,coefficient,abs_coefficient
8,Subject304,delta_FC6,-0.004937397686106329,0.004937397686106329
8,Subject304,theta_FC6,0.010188394997248499,0.010188394997248499
8,Subject304,alpha_FC6,0.3868937018001029,0.3868937018001029
8,Subject304,beta_FC6,-0.21040124647601272,0.21040124647601272
8,Subject304,delta_O2,-0.3592594504766382,0.3592594504766382
8,Subject304,theta_O2,0.15138847633008085,0.15138847633008085
8,Subject304,alpha_O2,0.10744501689156605,0.10744501689156605
8,Subject304,beta_O2,-0.9126861172168853,0.9126861172168853
8,Subject304,delta_O1,0.3207017778046986,0.3207017778046986
8,Subject304,theta_O1,0.5852820699751707,0.5852820699751707
8,Subject304,alpha_O1,-0.16896445169657007,0.16896445169657007
8,Subject304,beta_O1,0.3907455609095628,0.3907455609095628
