fold_id,test_subject,feature,coefficient,abs_coefficient
5,Subject301,alpha_AF3,-0.0211727153477245,0.0211727153477245
5,Subject301,beta_AF3,0.24161468181641693,0.24161468181641693
5,Subject301,delta_AF4,-0.017380731045540707,0.017380731045540707
5,Subject301,theta_AF4,0.03521033500780207,0.03521033500780207
5,Subject301,alpha_AF4,0.1242369727976244,0.1242369727976244
5,Subject301,beta_AF4,-0.5397373851258647,0.5397373851258647
5,Subject301,delta_F3,-0.03931284334115374,0.03931284334115374
5,Subject301,theta_F3,-0.5109865001529824,0.5109865001529824
5,Subject301,alpha_F3,-0.18686447430340158,0.18686447430340158
5,Subject301,beta_F3,1.1901967056364864,1.1901967056364864
5,Subject301,delta_F4,-0.01974279619772017,0.01974279619772017
5,Subject301,theta_F4,-0.01688110316971596,0.01688110316971596
5,Subject301,alpha_F4,-0.015672967191016095,0.015672967191016095
5,Subject301,beta_F4,0.06428624641037674,0.06428624641037674
5,Subject301,delta_FC5,0.023325219655212847,0.023325219655212847
5,Subject301,theta_FC5,0.028688184723091353,0.028688184723091353
5,Subject301,alpha_FC5,-0.05427844252694801,0.05427844252694801
5,Subject301,beta_FC5,-0.2560120022973576,0.2560120022973576
5,Subject301,delta_FC6,-0.0011761862461525596,0.0011761862461525596
5,Subject301,theta_FC6,0.0032319874834698,0.0032319874834698
5,Subject301,alpha_FC6,0.07074176421643355,0.07074176421643355
5,Subject301,beta_FC6,-0.017066347240654534,0.017066347240654534
5,Subject301,delta_O2,-0.06856907719961475,0.06856907719961475
5,Subject301,theta_O2,0.46816962602463075,0.46816962602463075
5,Subject301,alpha_O2,0.16542848147076994,0.16542848147076994
5,Subject301,beta_O2,-1.149510290197994,1.149510290197994
5,Subject301,delta_O1,0.17652773075885808,0.17652773075885808
5,Subject301,theta_O1,-0.010036361458295484,0.010036361458295484
5,Subject301,alpha_O1,0.19966366864717836,0.19966366864717836
5,Subject301,beta_O1,-0.2174578668943649,0.2174578668943649
6,Subject302,delta_AF3,-0.013605702517638353,0.013605702517638353
6,Subject302,theta_AF3,0.008202070685661244,0.008202070685661244
6,Subject302,alpha_AF3,-0.01755507381639244,0.01755507381639244
6,Subject302,beta_AF3,0.23745708674483906,0.23745708674483906
6,Subject302,delta_AF4,-0.0165157966053605,0.0165157966053605
6,Subject302,theta_AF4,0.028241233121769734,0.028241233121769734
6,Subject302,alpha_AF4,0.09465823508624949,0.09465823508624949
6,Subject302,beta_AF4,-0.4969401494792469,0.4969401494792469
6,Subject302,delta_F3,0.021246324125765523,0.021246324125765523
6,Subject302,theta_F3,-0.3239701724236475,0.3239701724236475
6,Subject302,alpha_F3,-0.13641933560663516,0.13641933560663516
